02010201001011000190000001004200010011482765.945679000030020110030      03001500231008240000000000000000500000000000000405000000000000000500000000007000000910
02010201001011000200000002001200010012771433.951421000027020100027      02101100220005829200000000000000920000020500000775001500350045000001500000012300000000
020102010010110004500000030017000100117093086.67421300020010100044      01601700120006000000580180000000400000006000000695000000000005000003620000004000000000
02010201001011000500000004001500010017976843.219426000069020230069      03099999999999999900000000000000800000025000000810000000000000000002700030000000000000
02010201001011000530000005001800010013661488.444096000031020100030      03101900130999999900000000000000800000002000000590000000000010000006380000010200000000
020102010010110008700000060054000100127284460.63720200063020100063      03099999999999999900000000000001100000001500000570000000000000001502500060001700000000
02010201001011000950000007000106010012347129.662351000057010110056      02199999999999999900000000000000400000000000000450000000000000006008800000001000000000
02010201001011000980000008000506010015741856.631518000049020110049      01699999999999999900000000000000100000002500000953000000000000000004420010000000000000
020102010010110011700000090017040100121962839.55578000051020110051      03201230252999999900000000000000000000000100000797000000690021008502090000011800600000
02010201001011001190000010003200010014989271.390150000027020110026      01699999999999999900000000000000100000000000000974000000000000000004560000000000000000
02010201001011001740000011001303010011514481.143210000044020110044      01501400160999999900000385000000150000003000000870000000000000000000750000006500000000
02010201001011001750000012005100010014888074.508446000017010100017      01499999999999999900300000000000300000006000000720000000000000000006000000000000000000
02010201001011005010000013002400010011694932.920867000058020110058      04001500210008653800000315000001200000010500000785000000000010000000600000004500000000
02010201001011005170000014002900010011795434.874156000058020100058      03201500220005036000000010016500500000009000000720000000000010000003050000009000000000
020102010010110051800000150054000100117203609.04048300024010100023      02101900145007200000000000000000200000003200000510000000000010000003230240007500000230
02010201001011005200000016002100010014698006.589343000055020100055      04101110201015384600000000000001800000004000000630000000000030000004000060010000000000
02010201001011005340000017003400010013475426.498382000030020100030      02199999999999999900000000000000300000006000000780000000000000000005700000000000000000
02010201001011005380000018002100010013172997.292737000063020100062      03001500240005384600000000000000620000017000000465006600700000000001470030004600000384
0201020100101100543000001900090001001885936.5966570000037020100036      04102000120001285001390000000001600000006000000651000000000000000002450125006000000000
020102010010110055400000200048020100113994636.27655300067010100067      03001100100999999900000000000001100000000000000720000000000000000004600000000000000150
02010201001011005570000021003400010012424316.105030000033010100033      04001100170012000001800000000001350000002800000545000000000075007502890045006700000001
02010201001011005710000022001801010015731497.396118000057010100057      02101700120013461500000000000000450000000000000630000000000060000006250000008000000000
02010201001011006030000023004500010011290962.404798000048020100047      03001900135014638000300000000000800000020000000555000000000065012203300000005800000000
02010201001011006050000024005100010013924736.907828000065010100065      02199999999999999900000000000000600000000000000765000000000000000006150000000000000000
02010201001011006130000025003600010011921381.524517000080020131080      01299999999999999900000000000000400000006000000540000000000030000005900000006000000000
02010201001011006380000026002400010013565862.607104000048010110048      03001100220020192300000000000000600000002000000500000000000000000000400045007000300675
02010201001011006410000027004900010013639082.372884000072020100071      01599999999999999900000000000000950000057500000480000000000060000002000000003000000000
02010201001011006510000028004604010015497189.036952000054020100054      04001250240004000000000000000000400000006800000461002000000010001500150000014701360528
02010201001011006580000029005100010014136712.475309000063010100063      04199999999999999900000000000001100000004000000520000000000000000007250045000000000000
020102010010110067500000300034000100112362528.44901100074020100074      03099999999999999900000070000000300000007500000630002500450030000004300015009000000000
02010201001011006810000031000500010011416723.770243000063010100063      04399999999999999900000000000001400000005500000450000000000000000001800000002000000595
02010201001011006820000032004200010014931692.630364000069010100069      02199999999999999900000000000000350000000000000570000000000000000007750000006000000000
02010201001011006970000033000600010012725301.337058000063020100063      03099999999999999900000000000000550000007500000637000000000001009005630000001900000000
02010201001011007120000034000600010012040688.385079000041020100040      01301330160002689500150000000000300000006000000705000000000000000006300000000000000000
02010201001011007160000035000600010014451905.131061000017010100017      01699999999999999900000000000000600000000000000695000000000020000003300240009500000000
0201020100101100718000003600010001001522466.2637200000072020110072      03199999999999999900000000000000430000002200000210000000000000000011650000000000000000
020102010010110074600000370017000100112003073.42983300076010100076      03001330240999999900000000000000600000006000000600000000000000000004900190004000000000
02010201001011007540000038002901010016276472.827954000023020100023      03001300250004005001200000000000750000000000000638000000000000000000970000003000000480
020102010010110075600000390048000100113184697.06204700073020100073      03099999999999999900000000000000750000016000000640003000000000000004550000002000000000
02010201001011007680000040001201010013379272.250001000016010100016      01499999999999999900000000000000200000013000000595000000000000009005100005009000000000
02010201001011007770000041000600010012371587.598670000036010100036      03001340260004800000000000000000150000000000000488000000000005000004000000006700000465
02010201001011007900000042004200010013317551.143911000062020100062      04199999999999999900000000000000600000002500000525003500000000000005050000010001900000
02010201001011008200000043004101010012535766.114056000026020100025      03001400160999999902120030000000650000001000000569000000200090000000600000021300000171
0201020100101100825000004400220001001905267.2985680000048020110048      03099999999999999900000000000000000000000000000839000000000000000005990000000200000000
02010201001011008370000045003900010014442719.139239000048020100048      02199999999999999900600000000000300000027600000675003000000020000002250000005100730000
02010201001011008500000046002500010012940299.496871000042010100042      02199999999999999900000000000000300000000000000550000000000000001007360000003400000000
02010201001011008560000047004800010015640601.509806000049020100049      04001250240007692300000000023600200000001000000405005000000010000000300045004900000585
020102010010110085800000480004000100116210752.56409700066020100066      02101310300999999900000000000000200000001500000420000000000060000006250240006000000000
020102010010110087600000490042000100113896893.56490400035020100035      04001110220009189200000000000000200000002000000522000000000000000001050000001600000757
02010201001011008770000050001200010017571677.070695000054010100054      04001110220999999900000000000000500000010500000560000000000010000003230000001700000375
02010201001011008850000051001202010014316269.605975000053010100053      02101600100003200000000270000000450000011500000770000000000000000002400000000000000000
02010201001011008900000052000600010013340561.054918000037010131037      02101200143018461501550000000000550000001000000500000000000005000002500230020500000000
020102010010110089600000530022000100118390860.99107200048010100048      03001400160999999900000000000000550000000000000640000000000000011000800000006000000495
02010201001011009190000054004203010011426311.136694000067020100067      02101320260004153800000000000000900000051000000675000000000000000001650000000000000000
02010201001011009200000055004000010011413013.897466000042020100042      04101230240005538400000000000000000000021500000525000000000000000006700000000000000030
02010201001011009220000056000600010012981682.338341000068020100068      01201340252003420000000000000001900000030000000710000000000060000001500000003000000000
02010201001011009370000057003900010012212139.282307000040020100039      02101500300008452500620000000000300000008500000720000000000010000005140000001900000000
02010201001011009380000058002805010011007859.827776000072020100072      03099999999999999900000005000000100000004500000585000000000000020504550000004500900000
020102010010110094100000590040020100111544700.58942300054010100054      03101330300004000000000000000000450000001500000600000000000000000003500000004500000340
02010201001011009440000060003700010014186749.544925000073020100073      02199999999999999900000000000000300000048000000765000000000000000001550000001000000000
02010201001011009650000061002705010014110327.561110000056010100056      02101900160002307600000000000000320000003000000410000000000000000003110000004800000609
02010201001011009670000062000600010018258211.124608000018020100018      01699999999999999900000001006000600000044300000705000000000000000001500000002100000000
02010201001011009720000063001100010016984780.355711000026020100026      04001250260001000000000000026001100000017500000545000000000012010701050000010600000010
02010201001011009860000064000201010013459114.313838000040010100040      02101600101999999900000000000001100000000000000540000000000000000001800000000201200488
02010201001011009870000065002500010019956279.208032000033020100033      04001110231007692300000000000000900000002000000480000000000000016504350000025000000000
02010201001011010010000066000600010016316352.782644000041020100041      04001100150999999902370011000000500000011500200570000000010020000001440000009200000180
02010201001011010130000067005100010015025282.650366000049020100049      04301100220026923000000000000001200000006000000443000000000065000000950215009500000330
02010201001011010140000068000600010013428825.608577000076020100076      02199999999999999902100000000001520000029000000510000000000000000002780000000000000000
02010201001011010240000069003502010014514301.450746000075020100075      01699999999999999900000000000001250000009500000675000000000000000005250000002000000000
02010201001011010280000070000900010012165354.463238000045010100045      04001200220009500000000000000000600000029500000430000000000000000000000000009000000565
