"YEAR","CASEID","SERIAL","STRATA","PERNUM","LINENO","WT06","AGE","SEX","RACE","AGE_CPS8","BMI","EDUC","OCC2_CPS8","IND2_CPS8","EARNWEEK","ACT_CAREHH","ACT_CARENHH","ACT_EDUC","ACT_FOOD","ACT_GOVSERV","ACT_HHACT","ACT_HHSERV","ACT_PCARE","ACT_PHONE","ACT_PROFSERV","ACT_PURCH","ACT_RELIG","ACT_SOCIAL","ACT_SPORTS","ACT_TRAVEL","ACT_VOL","ACT_WORK"
2010,20100101100019,1,4200,1,1,1482765.945679000,30,2,110,30,,30,150,231,824.0,0,0,0,50,0,0,0,405,0,0,0,5,0,0,70,0,910
2010,20100101100020,2,1200,1,1,2771433.951421000,27,2,100,27,,21,110,220,582.92,0,0,0,92,0,205,0,775,15,35,45,0,150,0,123,0,0
2010,20100101100045,3,1700,1,1,17093086.67421300,20,1,100,44,,16,170,120,600.0,58,180,0,40,0,60,0,695,0,0,5,0,362,0,40,0,0
2010,20100101100050,4,1500,1,1,7976843.219426000,69,2,230,69,,30,9999,9999,99999.99,0,0,0,80,0,250,0,810,0,0,0,0,270,30,0,0,0
2010,20100101100053,5,1800,1,1,3661488.444096000,31,2,100,30,,31,190,130,99999.99,0,0,0,80,0,20,0,590,0,0,10,0,638,0,102,0,0
2010,20100101100087,6,5400,1,1,27284460.63720200,63,2,100,63,,30,9999,9999,99999.99,0,0,0,110,0,15,0,570,0,0,0,15,250,60,17,0,0
2010,20100101100095,7,106,1,1,2347129.662351000,57,1,110,56,,21,9999,9999,99999.99,0,0,0,40,0,0,0,450,0,0,0,60,880,0,10,0,0
2010,20100101100098,8,506,1,1,5741856.631518000,49,2,110,49,,16,9999,9999,99999.99,0,0,0,10,0,25,0,953,0,0,0,0,442,10,0,0,0
2010,20100101100117,9,1704,1,1,21962839.55578000,51,2,110,51,,32,123,252,99999.99,0,0,0,0,0,1,0,797,0,69,21,85,209,0,118,60,0
2010,20100101100119,10,3200,1,1,4989271.390150000,27,2,110,26,,16,9999,9999,99999.99,0,0,0,10,0,0,0,974,0,0,0,0,456,0,0,0,0
2010,20100101100174,11,1303,1,1,1514481.143210000,44,2,110,44,,15,140,160,99999.99,0,385,0,15,0,30,0,870,0,0,0,0,75,0,65,0,0
2010,20100101100175,12,5100,1,1,4888074.508446000,17,1,100,17,,14,9999,9999,99999.99,30,0,0,30,0,60,0,720,0,0,0,0,600,0,0,0,0
2010,20100101100501,13,2400,1,1,1694932.920867000,58,2,110,58,,40,150,210,865.38,0,315,0,120,0,105,0,785,0,0,10,0,60,0,45,0,0
2010,20100101100517,14,2900,1,1,1795434.874156000,58,2,100,58,,32,150,220,503.6,0,10,165,50,0,90,0,720,0,0,10,0,305,0,90,0,0
2010,20100101100518,15,5400,1,1,17203609.04048300,24,1,100,23,,21,190,145,720.0,0,0,0,20,0,32,0,510,0,0,10,0,323,240,75,0,230
2010,20100101100520,16,2100,1,1,4698006.589343000,55,2,100,55,,41,111,201,1538.46,0,0,0,180,0,40,0,630,0,0,30,0,400,60,100,0,0
2010,20100101100534,17,3400,1,1,3475426.498382000,30,2,100,30,,21,9999,9999,99999.99,0,0,0,30,0,60,0,780,0,0,0,0,570,0,0,0,0
2010,20100101100538,18,2100,1,1,3172997.292737000,63,2,100,62,,30,150,240,538.46,0,0,0,62,0,170,0,465,66,70,0,0,147,30,46,0,384
2010,20100101100543,19,900,1,1,885936.5966570000,37,2,100,36,,41,200,120,128.5,139,0,0,160,0,60,0,651,0,0,0,0,245,125,60,0,0
2010,20100101100554,20,4802,1,1,13994636.27655300,67,1,100,67,,30,110,100,99999.99,0,0,0,110,0,0,0,720,0,0,0,0,460,0,0,0,150
2010,20100101100557,21,3400,1,1,2424316.105030000,33,1,100,33,,40,110,170,1200.0,180,0,0,135,0,28,0,545,0,0,75,75,289,45,67,0,1
2010,20100101100571,22,1801,1,1,5731497.396118000,57,1,100,57,,21,170,120,1346.15,0,0,0,45,0,0,0,630,0,0,60,0,625,0,80,0,0
2010,20100101100603,23,4500,1,1,1290962.404798000,48,2,100,47,,30,190,135,1463.8,30,0,0,80,0,200,0,555,0,0,65,122,330,0,58,0,0
2010,20100101100605,24,5100,1,1,3924736.907828000,65,1,100,65,,21,9999,9999,99999.99,0,0,0,60,0,0,0,765,0,0,0,0,615,0,0,0,0
2010,20100101100613,25,3600,1,1,1921381.524517000,80,2,131,80,,12,9999,9999,99999.99,0,0,0,40,0,60,0,540,0,0,30,0,590,0,60,0,0
2010,20100101100638,26,2400,1,1,3565862.607104000,48,1,110,48,,30,110,220,2019.23,0,0,0,60,0,20,0,500,0,0,0,0,40,45,70,30,675
2010,20100101100641,27,4900,1,1,3639082.372884000,72,2,100,71,,15,9999,9999,99999.99,0,0,0,95,0,575,0,480,0,0,60,0,200,0,30,0,0
2010,20100101100651,28,4604,1,1,5497189.036952000,54,2,100,54,,40,125,240,400.0,0,0,0,40,0,68,0,461,20,0,10,15,15,0,147,136,528
2010,20100101100658,29,5100,1,1,4136712.475309000,63,1,100,63,,41,9999,9999,99999.99,0,0,0,110,0,40,0,520,0,0,0,0,725,45,0,0,0
2010,20100101100675,30,3400,1,1,12362528.44901100,74,2,100,74,,30,9999,9999,99999.99,0,70,0,30,0,75,0,630,25,45,30,0,430,15,90,0,0
2010,20100101100681,31,500,1,1,1416723.770243000,63,1,100,63,,43,9999,9999,99999.99,0,0,0,140,0,55,0,450,0,0,0,0,180,0,20,0,595
2010,20100101100682,32,4200,1,1,4931692.630364000,69,1,100,69,,21,9999,9999,99999.99,0,0,0,35,0,0,0,570,0,0,0,0,775,0,60,0,0
2010,20100101100697,33,600,1,1,2725301.337058000,63,2,100,63,,30,9999,9999,99999.99,0,0,0,55,0,75,0,637,0,0,1,90,563,0,19,0,0
2010,20100101100712,34,600,1,1,2040688.385079000,41,2,100,40,,13,133,160,268.95,15,0,0,30,0,60,0,705,0,0,0,0,630,0,0,0,0
2010,20100101100716,35,600,1,1,4451905.131061000,17,1,100,17,,16,9999,9999,99999.99,0,0,0,60,0,0,0,695,0,0,20,0,330,240,95,0,0
2010,20100101100718,36,100,1,1,522466.2637200000,72,2,110,72,,31,9999,9999,99999.99,0,0,0,43,0,22,0,210,0,0,0,0,1165,0,0,0,0
2010,20100101100746,37,1700,1,1,12003073.42983300,76,1,100,76,,30,133,240,99999.99,0,0,0,60,0,60,0,600,0,0,0,0,490,190,40,0,0
2010,20100101100754,38,2901,1,1,6276472.827954000,23,2,100,23,,30,130,250,400.5,120,0,0,75,0,0,0,638,0,0,0,0,97,0,30,0,480
2010,20100101100756,39,4800,1,1,13184697.06204700,73,2,100,73,,30,9999,9999,99999.99,0,0,0,75,0,160,0,640,30,0,0,0,455,0,20,0,0
2010,20100101100768,40,1201,1,1,3379272.250001000,16,1,100,16,,14,9999,9999,99999.99,0,0,0,20,0,130,0,595,0,0,0,90,510,5,90,0,0
2010,20100101100777,41,600,1,1,2371587.598670000,36,1,100,36,,30,134,260,480.0,0,0,0,15,0,0,0,488,0,0,5,0,400,0,67,0,465
2010,20100101100790,42,4200,1,1,3317551.143911000,62,2,100,62,,41,9999,9999,99999.99,0,0,0,60,0,25,0,525,35,0,0,0,505,0,100,190,0
2010,20100101100820,43,4101,1,1,2535766.114056000,26,2,100,25,,30,140,160,99999.99,212,30,0,65,0,10,0,569,0,20,90,0,60,0,213,0,171
2010,20100101100825,44,2200,1,1,905267.2985680000,48,2,110,48,,30,9999,9999,99999.99,0,0,0,0,0,0,0,839,0,0,0,0,599,0,2,0,0
2010,20100101100837,45,3900,1,1,4442719.139239000,48,2,100,48,,21,9999,9999,99999.99,60,0,0,30,0,276,0,675,30,0,20,0,225,0,51,73,0
2010,20100101100850,46,2500,1,1,2940299.496871000,42,1,100,42,,21,9999,9999,99999.99,0,0,0,30,0,0,0,550,0,0,0,10,736,0,34,0,0
2010,20100101100856,47,4800,1,1,5640601.509806000,49,2,100,49,,40,125,240,769.23,0,0,236,20,0,10,0,405,50,0,10,0,30,45,49,0,585
2010,20100101100858,48,400,1,1,16210752.56409700,66,2,100,66,,21,131,300,99999.99,0,0,0,20,0,15,0,420,0,0,60,0,625,240,60,0,0
2010,20100101100876,49,4200,1,1,13896893.56490400,35,2,100,35,,40,111,220,918.92,0,0,0,20,0,20,0,522,0,0,0,0,105,0,16,0,757
2010,20100101100877,50,1200,1,1,7571677.070695000,54,1,100,54,,40,111,220,99999.99,0,0,0,50,0,105,0,560,0,0,10,0,323,0,17,0,375
2010,20100101100885,51,1202,1,1,4316269.605975000,53,1,100,53,,21,160,100,320.0,0,270,0,45,0,115,0,770,0,0,0,0,240,0,0,0,0
2010,20100101100890,52,600,1,1,3340561.054918000,37,1,131,37,,21,120,143,1846.15,155,0,0,55,0,10,0,500,0,0,5,0,250,230,205,0,0
2010,20100101100896,53,2200,1,1,18390860.99107200,48,1,100,48,,30,140,160,99999.99,0,0,0,55,0,0,0,640,0,0,0,110,80,0,60,0,495
2010,20100101100919,54,4203,1,1,1426311.136694000,67,2,100,67,,21,132,260,415.38,0,0,0,90,0,510,0,675,0,0,0,0,165,0,0,0,0
2010,20100101100920,55,4000,1,1,1413013.897466000,42,2,100,42,,41,123,240,553.84,0,0,0,0,0,215,0,525,0,0,0,0,670,0,0,0,30
2010,20100101100922,56,600,1,1,2981682.338341000,68,2,100,68,,12,134,252,342.0,0,0,0,190,0,300,0,710,0,0,60,0,150,0,30,0,0
2010,20100101100937,57,3900,1,1,2212139.282307000,40,2,100,39,,21,150,300,845.25,62,0,0,30,0,85,0,720,0,0,10,0,514,0,19,0,0
2010,20100101100938,58,2805,1,1,1007859.827776000,72,2,100,72,,30,9999,9999,99999.99,0,5,0,10,0,45,0,585,0,0,0,205,455,0,45,90,0
2010,20100101100941,59,4002,1,1,11544700.58942300,54,1,100,54,,31,133,300,400.0,0,0,0,45,0,15,0,600,0,0,0,0,350,0,45,0,340
2010,20100101100944,60,3700,1,1,4186749.544925000,73,2,100,73,,21,9999,9999,99999.99,0,0,0,30,0,480,0,765,0,0,0,0,155,0,10,0,0
2010,20100101100965,61,2705,1,1,4110327.561110000,56,1,100,56,,21,190,160,230.76,0,0,0,32,0,30,0,410,0,0,0,0,311,0,48,0,609
2010,20100101100967,62,600,1,1,8258211.124608000,18,2,100,18,,16,9999,9999,99999.99,0,1,60,60,0,443,0,705,0,0,0,0,150,0,21,0,0
2010,20100101100972,63,1100,1,1,6984780.355711000,26,2,100,26,,40,125,260,100.0,0,0,260,110,0,175,0,545,0,0,12,107,105,0,106,0,10
2010,20100101100986,64,201,1,1,3459114.313838000,40,1,100,40,,21,160,101,99999.99,0,0,0,110,0,0,0,540,0,0,0,0,180,0,2,120,488
2010,20100101100987,65,2500,1,1,9956279.208032000,33,2,100,33,,40,111,231,769.23,0,0,0,90,0,20,0,480,0,0,0,165,435,0,250,0,0
2010,20100101101001,66,600,1,1,6316352.782644000,41,2,100,41,,40,110,150,99999.99,237,11,0,50,0,115,20,570,0,1,20,0,144,0,92,0,180
2010,20100101101013,67,5100,1,1,5025282.650366000,49,2,100,49,,43,110,220,2692.3,0,0,0,120,0,60,0,443,0,0,65,0,95,215,95,0,330
2010,20100101101014,68,600,1,1,3428825.608577000,76,2,100,76,,21,9999,9999,99999.99,210,0,0,152,0,290,0,510,0,0,0,0,278,0,0,0,0
2010,20100101101024,69,3502,1,1,4514301.450746000,75,2,100,75,,16,9999,9999,99999.99,0,0,0,125,0,95,0,675,0,0,0,0,525,0,20,0,0
2010,20100101101028,70,900,1,1,2165354.463238000,45,1,100,45,,40,120,220,950.0,0,0,0,60,0,295,0,430,0,0,0,0,0,0,90,0,565
2010,20100101101042,71,3601,1,1,4090567.102987000,80,1,100,80,,21,9999,9999,99999.99,0,0,0,60,0,265,0,570,0,0,0,0,515,30,0,0,0
2010,20100101101062,72,3900,1,1,1975188.494587000,55,2,100,55,,43,127,250,1470.0,0,0,0,55,0,140,0,640,0,0,10,0,360,60,45,0,70
2010,20100101101065,73,2901,1,1,13483329.86907000,36,1,100,36,,14,9999,9999,99999.99,0,0,0,20,0,0,0,780,0,0,0,0,640,0,0,0,0
2010,20100101101074,74,3400,1,1,2450516.556411000,69,2,110,69,,21,9999,9999,99999.99,0,0,0,60,0,30,0,720,20,0,0,405,175,0,30,0,0
2010,20100101101083,75,800,1,1,5285322.681121000,40,2,100,40,,41,123,240,961.53,0,0,0,20,0,420,0,295,0,0,0,0,0,0,80,0,505
2010,20100101101097,76,4800,1,1,6480274.530108000,48,1,100,48,,40,120,220,99999.99,1,0,0,90,0,55,0,525,0,0,10,0,110,0,165,0,484
2010,20100101101101,77,1200,1,1,9356309.903556000,50,1,100,50,,32,110,290,99999.99,0,0,0,90,0,180,0,480,30,0,0,0,60,40,50,0,510
2010,20100101101122,78,5505,1,1,5042779.156747000,31,2,100,31,,40,125,240,730.76,105,0,0,70,0,35,0,560,0,0,0,0,111,0,28,0,471
2010,20100101101127,79,4200,1,1,4700160.477879000,63,2,110,63,,21,9999,9999,99999.99,2,1,0,20,0,21,5,489,1,155,50,0,583,0,113,0,0
2010,20100101101129,80,3700,1,1,5126948.516384000,76,2,100,76,,30,9999,9999,99999.99,0,0,0,75,0,495,0,575,10,0,45,0,195,0,30,15,0
2010,20100101101135,81,100,1,1,3130239.098147000,71,2,100,50,,31,9999,9999,99999.99,1,0,0,60,0,185,0,580,0,0,0,135,446,0,33,0,0
2010,20100101101140,82,3900,1,1,1997683.655700000,33,2,100,32,,40,9999,9999,99999.99,319,0,0,75,0,67,0,584,5,0,65,0,240,0,85,0,0
2010,20100101101146,83,1301,1,1,3565032.518473000,64,2,100,64,,14,9999,9999,99999.99,0,0,0,20,0,130,0,757,0,0,43,0,420,0,70,0,0
2010,20100101101149,84,3400,1,1,3190464.298850000,54,2,110,53,,21,127,251,99999.99,1,0,0,21,0,281,0,806,0,0,150,15,106,0,60,0,0
2010,20100101101150,85,1200,1,1,3995212.038262000,56,1,100,56,,30,9999,9999,99999.99,0,150,0,126,0,160,0,480,0,0,85,0,270,0,169,0,0
2010,20100101101154,86,2103,1,1,1947963.285181000,41,1,100,40,,30,125,240,99999.99,30,0,0,15,0,70,0,645,0,0,0,0,660,0,20,0,0
2010,20100101101162,87,2800,1,1,1730364.441646000,51,1,110,51,,16,9999,9999,99999.99,0,0,0,20,0,0,0,555,0,0,0,0,865,0,0,0,0
2010,20100101101178,88,5500,1,1,18394620.27523600,15,2,100,15,,13,200,140,99999.99,0,0,445,100,0,35,0,560,0,0,5,0,0,195,100,0,0
2010,20100101101189,89,801,1,1,3351743.159410000,76,1,100,76,,41,9999,9999,99999.99,0,0,0,50,0,151,0,485,0,0,30,0,359,85,85,143,0
2010,20100101101194,90,2500,1,1,2638458.586626000,37,1,100,37,,40,126,240,99999.99,200,0,0,120,0,0,0,440,0,0,0,0,135,435,110,0,0
2010,20100101101195,91,4805,1,1,7816412.651396000,62,1,100,62,,21,140,160,769.0,0,0,0,15,0,0,0,570,0,0,0,0,0,0,30,0,825
2010,20100101101200,92,4203,1,1,12703285.30324600,25,2,100,25,,21,125,240,200.0,0,0,0,31,0,78,0,610,0,0,0,40,0,0,52,3,626
2010,20100101101205,93,3604,1,1,1567785.609272000,74,1,100,74,,40,9999,9999,99999.99,0,0,0,105,0,0,0,525,0,0,30,0,690,0,90,0,0
2010,20100101101206,94,5302,1,1,4357414.305823000,51,1,100,50,,21,110,170,99999.99,0,0,0,90,0,0,0,510,0,0,0,0,145,0,10,0,685
2010,20100101101216,95,5300,1,1,4401875.554475000,50,1,100,50,,31,150,170,884.61,0,0,180,80,0,50,0,600,0,0,0,0,530,0,0,0,0
2010,20100101101217,96,4200,1,1,4953529.446177000,76,2,100,76,,21,9999,9999,99999.99,0,4,0,50,0,60,0,635,0,0,0,0,653,0,38,0,0
2010,20100101101219,97,3900,1,1,6221409.070232000,58,1,100,58,,21,140,210,99999.99,0,390,0,20,0,120,0,405,0,0,0,0,200,0,35,0,270
2010,20100101101235,98,4100,1,1,15427309.93217400,18,1,100,18,,14,9999,9999,99999.99,0,0,0,20,0,320,0,980,0,0,0,0,120,0,0,0,0
2010,20100101101236,99,1300,1,1,1742847.531382000,53,1,100,53,,41,111,240,99999.99,0,0,0,65,0,5,0,435,0,0,30,0,750,0,155,0,0
2010,20100101101255,100,1907,1,1,11631112.20538800,42,2,100,42,,21,190,137,476.0,30,0,0,50,0,180,0,490,5,0,0,0,235,0,60,0,390
2010,20100101101271,101,600,1,1,1535860.561939000,80,1,100,79,,15,9999,9999,99999.99,0,0,0,20,0,90,0,660,0,0,0,0,670,0,0,0,0
2010,20100101101284,102,1903,1,1,11290844.23847300,16,2,100,16,,14,9999,9999,101.5,0,0,0,20,0,124,0,811,0,0,62,0,190,0,33,0,200
2010,20100101101285,103,900,1,1,1783916.525181000,50,2,100,50,,30,9999,9999,99999.99,0,0,0,25,0,30,0,537,0,0,0,155,600,0,93,0,0
2010,20100101101304,104,5500,1,1,9956479.065796000,60,1,100,60,,21,9999,9999,99999.99,0,0,0,15,0,125,0,420,0,0,0,0,820,30,30,0,0
2010,20100101101313,105,3600,1,1,4847657.849624000,41,1,100,41,,32,120,194,1100.0,135,0,0,60,0,60,0,495,0,0,0,0,75,0,0,0,600
2010,20100101101317,106,4800,1,1,5866664.119708000,30,2,100,29,,40,125,240,761.53,55,0,0,15,0,8,0,537,0,60,15,0,0,0,130,0,620
2010,20100101101325,107,3600,1,1,5595649.746261000,48,2,100,48,,40,126,220,99999.99,0,0,0,135,0,70,0,635,30,0,15,0,375,0,75,0,105
2010,20100101101332,108,1700,1,1,2369835.543624000,36,1,100,36,,40,150,220,99999.99,0,0,0,30,0,270,0,660,0,0,7,0,463,0,10,0,0
2010,20100101101368,109,5505,1,1,15134285.71638800,15,2,100,15,,14,9999,9999,99999.99,0,0,490,30,0,0,0,572,15,0,0,0,185,0,148,0,0
2010,20100101101369,110,4000,1,1,2039478.481569000,41,2,100,40,,21,140,200,438.46,5,17,0,25,0,270,0,595,0,0,30,0,431,0,67,0,0
2010,20100101101375,111,400,1,1,5419212.615225000,77,2,100,77,,32,9999,9999,99999.99,0,0,0,10,0,2,0,1428,0,0,0,0,0,0,0,0,0
2010,20100101101398,112,3900,1,1,4511549.431974000,38,2,100,38,,21,9999,9999,99999.99,45,0,0,75,0,10,0,665,0,0,0,0,605,0,40,0,0
2010,20100101101419,113,600,1,1,1786897.781699000,66,2,110,66,,30,9999,9999,99999.99,0,0,0,110,0,220,0,660,0,0,40,0,350,0,20,0,0
2010,20100101101423,114,2608,1,1,10455500.49155500,61,2,100,61,,41,150,131,99999.99,0,0,0,45,0,190,0,555,10,0,0,0,603,0,30,0,7
2010,20100101101434,115,1310,1,1,2309776.309628000,44,2,100,43,,21,9999,9999,240.0,142,0,0,30,0,270,0,450,0,0,0,0,548,0,0,0,0
2010,20100101101447,116,3902,1,1,21277004.65996400,32,1,100,32,,16,140,160,1153.84,0,0,0,45,0,18,0,610,25,0,20,0,195,0,76,0,451
2010,20100101101476,117,4200,1,1,1000663.024196000,30,2,110,30,,40,111,300,721.15,0,0,0,15,0,60,0,840,0,0,0,0,285,150,90,0,0
2010,20100101101486,118,504,1,1,2431699.320849000,35,2,100,35,,30,125,252,99999.99,0,0,0,120,0,300,0,600,0,0,0,0,420,0,0,0,0
2010,20100101101491,119,5300,1,1,1446413.448945000,67,2,100,67,,21,9999,9999,99999.99,0,0,0,50,0,20,0,660,0,0,0,0,710,0,0,0,0
2010,20100101101499,120,4000,1,1,1194241.183478000,56,1,201,55,,30,150,200,1082.4,0,0,0,20,0,170,0,690,0,0,45,0,350,0,20,0,0
2010,20100101101507,121,2500,1,1,2468162.255429000,32,1,100,66,,42,111,200,2884.61,375,0,0,75,0,0,0,480,0,0,0,0,110,0,30,0,90
2010,20100101101509,122,600,1,1,6261019.318162000,41,1,201,41,,41,126,300,780.0,0,0,0,15,0,15,0,480,0,0,3,0,30,0,67,0,830
2010,20100101101514,123,1701,1,1,4843922.502037000,77,2,100,77,,30,9999,9999,99999.99,0,0,0,150,0,270,0,510,0,0,0,0,510,0,0,0,0
2010,20100101101522,124,4506,1,1,1372598.186242000,55,1,100,55,,31,9999,9999,99999.99,0,0,0,5,0,0,0,675,0,0,0,0,760,0,0,0,0
2010,20100101101523,125,3900,1,1,4284433.412166000,15,2,110,15,,14,9999,9999,99999.99,0,0,510,45,0,0,0,885,0,0,0,0,0,0,0,0,0
2010,20100101101535,126,2500,1,1,4856857.611223000,55,1,100,55,,43,124,220,2884.61,0,0,0,100,0,0,0,630,0,0,15,0,156,0,191,0,348
2010,20100101101555,127,800,1,1,10177148.52980200,32,2,100,32,,30,134,252,830.76,122,0,0,45,0,124,0,615,0,0,60,0,217,60,47,0,150
2010,20100101101562,128,1200,1,1,1163694.613772000,36,2,110,36,,30,150,160,519.23,0,0,0,20,0,240,0,751,90,15,25,0,263,0,36,0,0
2010,20100101101566,129,4000,1,1,5852582.317123000,28,2,100,27,,40,125,240,692.3,0,0,120,55,0,35,0,555,0,20,0,0,160,30,30,0,435
2010,20100101101570,130,1800,1,1,6861948.848202000,31,1,100,31,,30,131,300,1250.0,0,155,0,110,0,90,0,655,0,0,0,0,360,0,70,0,0
2010,20100101101584,131,2500,1,1,3416668.983672000,38,1,100,38,,21,170,120,2000.0,30,0,0,65,0,185,10,680,0,0,55,0,349,0,66,0,0
2010,20100101101592,132,3400,1,1,3574676.767227000,52,2,110,52,,21,130,251,209.07,0,0,0,25,0,50,0,705,0,0,0,0,120,0,120,0,420
2010,20100101101600,133,3503,1,1,5274956.175901000,57,2,100,57,,21,190,150,99999.99,0,0,0,65,0,10,0,600,0,0,0,0,255,0,0,0,510
2010,20100101101659,134,3600,1,1,4771794.741999000,37,2,100,37,,40,122,220,99999.99,428,0,0,120,0,100,0,420,0,0,0,0,150,0,42,0,180
2010,20100101101671,135,3400,1,1,2671591.867298000,40,1,100,39,,40,120,220,1538.46,0,0,0,60,0,60,0,510,0,0,0,0,60,480,270,0,0
2010,20100101101677,136,2300,1,1,5201082.291533000,25,2,100,25,,40,110,210,423.07,0,0,0,15,0,94,0,575,0,0,0,0,20,0,53,0,683
2010,20100101101687,137,2600,1,1,16768534.12528300,57,2,100,57,,32,150,251,133.2,0,0,0,150,0,190,0,510,45,0,60,0,120,45,77,0,243
2010,20100101101702,138,3700,1,1,19620936.57615200,54,1,100,54,,42,127,240,2884.61,0,0,0,15,0,0,0,400,0,0,0,0,150,0,40,0,835
2010,20100101101705,139,4200,1,1,921506.4501880000,34,2,100,34,,30,110,210,776.0,78,0,0,75,0,155,0,669,0,0,120,0,240,60,28,0,0
2010,20100101101708,140,4200,1,1,4421333.297218000,74,2,100,74,,21,9999,9999,99999.99,0,0,0,105,0,311,0,495,0,0,0,70,280,60,119,0,0
2010,20100101101737,141,3700,1,1,1724963.130221000,52,1,100,51,,40,190,145,1730.0,0,0,0,30,0,35,0,555,60,0,45,0,352,60,48,0,255
2010,20100101101739,142,5100,1,1,3694437.395210000,49,1,100,48,,40,110,240,615.38,0,0,0,140,0,90,0,490,0,0,5,0,180,0,136,0,399
2010,20100101101742,143,3700,1,1,1658312.038691000,41,2,100,41,,41,125,240,1125.0,200,0,0,90,0,155,0,650,0,0,0,0,315,0,0,0,30
2010,20100101101745,144,1700,1,1,4937396.731703000,15,2,100,15,,14,132,270,99999.99,0,0,220,195,0,10,0,585,95,0,0,0,335,0,0,0,0
2010,20100101101754,145,600,1,1,5085374.840410000,36,2,100,35,,12,200,140,246.0,238,0,0,135,0,0,0,440,0,0,0,0,50,0,102,0,475
2010,20100101101758,146,1602,1,1,2801619.106435000,41,1,100,40,,12,160,100,591.26,0,0,0,160,0,240,0,720,0,0,240,0,0,0,80,0,0
2010,20100101101770,147,4800,1,1,3348418.784295000,63,1,100,62,,40,110,220,2307.69,0,0,0,135,0,90,0,735,0,0,0,0,125,0,100,255,0
2010,20100101101777,148,3902,1,1,1934699.203383000,39,2,100,39,,41,127,240,1076.92,20,0,0,85,0,100,0,740,0,0,0,0,410,0,10,75,0
2010,20100101101788,149,2700,1,1,1733985.816294000,36,2,100,36,,40,140,300,807.69,190,0,0,50,0,180,0,660,0,0,0,0,250,0,40,0,0
2010,20100101101793,150,900,1,1,1000390.912921000,60,1,100,59,,40,132,271,627.38,0,0,0,60,0,0,0,460,0,0,0,0,520,0,40,0,360
2010,20100101101815,151,1900,1,1,1822481.093528000,38,2,100,37,,40,111,200,1730.76,90,0,0,90,0,120,0,720,0,0,5,0,330,0,85,0,0
2010,20100101101819,152,1901,1,1,6340227.120508000,20,1,100,20,,30,9999,9999,99999.99,0,0,0,0,0,10,0,650,0,0,270,0,325,60,125,0,0
2010,20100101101829,153,600,1,1,4672289.019925000,17,1,100,17,,16,9999,9999,99999.99,0,0,0,50,0,20,0,435,0,0,0,0,935,0,0,0,0
2010,20100101101844,154,4700,1,1,4265279.769167000,18,1,110,18,,21,9999,9999,99999.99,0,1,0,20,0,5,0,807,64,0,10,0,446,0,62,0,0
2010,20100101101846,155,4800,1,1,1169348.773329000,67,2,100,67,,40,9999,9999,99999.99,0,0,0,0,0,21,0,600,60,0,0,0,272,0,27,0,0
2010,20100101101848,156,2700,1,1,2867950.996659000,33,1,100,33,,21,170,130,915.0,0,0,0,75,0,0,0,705,0,0,0,0,630,0,30,0,0
2010,20100101101849,157,4001,1,1,4123170.402225000,68,1,100,68,,21,200,135,99999.99,0,0,0,91,0,9,0,535,0,0,0,115,549,0,18,0,0
2010,20100101101859,158,5100,1,1,4275098.000639000,23,1,100,23,,21,190,130,788.85,0,185,0,10,0,0,0,390,0,0,0,0,405,0,165,0,285
2010,20100101101862,159,600,1,1,770346.2291630000,67,1,100,67,,30,140,210,0.0,0,0,0,80,0,135,0,675,0,0,1,0,539,0,10,0,0
2010,20100101101864,160,3900,1,1,1582411.907302000,80,2,100,80,,41,9999,9999,99999.99,0,0,0,25,0,30,0,630,0,0,0,0,40,0,0,715,0
2010,20100101101876,161,800,1,1,1162903.753917000,61,1,110,61,,43,125,240,2083.33,0,0,0,15,0,0,0,480,0,0,60,0,440,35,125,0,285
2010,20100101101897,162,1301,1,1,1738192.412024000,56,1,100,56,,31,9999,9999,99999.99,0,0,0,60,0,0,0,780,0,0,0,0,480,0,120,0,0
2010,20100101101900,163,2500,1,1,12225577.04808200,79,2,100,79,,21,9999,9999,99999.99,0,0,0,30,0,335,0,740,0,0,45,0,270,0,20,0,0
2010,20100101101931,164,3400,1,1,4335644.471319000,48,2,100,47,,40,110,220,2884.61,85,0,0,10,0,100,0,395,0,0,40,0,130,0,112,83,470
2010,20100101101947,165,4900,1,1,5174717.679069000,26,2,100,26,,16,134,240,310.1,87,0,0,20,0,120,0,638,0,0,0,0,100,0,20,0,455
2010,20100101101949,166,5400,1,1,2133720.894384000,31,2,100,31,,21,150,201,600.0,140,0,0,90,0,90,0,585,0,0,240,0,235,0,60,0,0
2010,20100101101965,167,5500,1,1,2242474.691991000,30,2,100,29,,21,9999,9999,99999.99,117,0,0,120,0,190,0,570,0,0,180,0,230,0,33,0,0
2010,20100101101977,168,2300,1,1,5520335.942428000,34,1,100,34,,41,110,120,99999.99,80,0,0,90,0,0,0,495,0,0,0,0,215,0,40,0,520
2010,20100101101981,169,3700,1,1,1371627.870123000,76,2,110,76,,41,9999,9999,99999.99,0,0,0,130,0,165,0,590,90,0,0,120,300,45,0,0,0
2010,20100101101982,170,4200,1,1,4813423.051900000,65,1,100,65,,21,170,135,99999.99,2,15,0,60,0,0,0,645,0,0,20,0,538,0,160,0,0
2010,20100101101996,171,5301,1,1,2719186.726496000,40,1,100,39,,20,200,170,350.0,0,300,385,80,0,90,0,465,0,0,0,0,90,0,30,0,0
