"YEAR","CASEID","SERIAL","STRATA","PERNUM","LINENO","WT06","AGE","SEX","RACE","AGE_CPS8","BMI","EDUC","OCC2_CPS8","IND2_CPS8","EARNWEEK","ACT_CAREHH","ACT_CARENHH","ACT_EDUC","ACT_FOOD","ACT_GOVSERV","ACT_HHACT","ACT_HHSERV","ACT_PCARE","ACT_PHONE","ACT_PROFSERV","ACT_PURCH","ACT_RELIG","ACT_SOCIAL","ACT_SPORTS","ACT_TRAVEL","ACT_VOL","ACT_WORK"
2010,20100112091468,823,5500,1,1,14777880.00021900,37,1,110,36,,21,190,132,935.0,20,21,0,35,0,2,0,497,0,0,0,0,40,165,50,0,610
2010,20100112091469,824,600,1,1,3859706.556067000,59,1,110,58,,21,132,260,320.0,0,0,0,30,0,0,0,492,0,0,0,0,433,0,40,0,445
2010,20100112091472,825,2500,1,1,4071250.364250000,51,1,100,51,,43,125,240,2884.61,30,10,0,110,0,60,0,510,0,0,0,0,120,0,105,0,495
2010,20100112091475,826,1200,1,1,6814903.859205000,35,1,100,35,,40,120,135,865.38,30,0,0,60,0,35,0,450,0,0,0,0,210,90,90,0,475
2010,20100112091476,827,3600,1,1,6870620.115026000,23,2,110,23,,40,140,160,99999.99,0,0,150,0,0,205,0,795,0,0,15,15,100,0,113,0,47
2010,20100112091477,828,2204,1,1,5180775.805212000,43,2,100,43,,40,150,170,980.76,84,0,0,15,0,70,0,625,0,0,15,69,25,0,147,0,390
2010,20100112091479,829,1706,1,1,2453788.928578000,39,2,100,38,,40,150,300,500.0,0,0,0,180,0,165,0,605,0,0,105,0,200,45,140,0,0
2010,20100112091481,830,2002,1,1,6283316.677110000,39,1,100,39,,21,110,100,99999.99,0,0,0,50,0,100,0,560,0,0,0,0,190,0,30,0,480
2010,20100112091484,831,3300,1,1,4188807.085468000,18,1,100,17,,14,9999,9999,99999.99,0,0,0,90,0,45,0,751,0,0,0,0,554,0,0,0,0
2010,20100112091485,832,2900,1,1,2006232.974050000,47,2,100,47,,21,111,300,800.0,0,0,0,47,0,30,0,480,10,0,62,0,210,0,151,0,450
2010,20100112091491,833,5100,1,1,2025025.197287000,41,1,110,41,,21,190,145,1153.84,0,0,0,150,0,0,0,570,0,0,0,0,180,0,90,0,450
2010,20100112091494,834,4500,1,1,1691473.611835000,52,2,100,52,,32,150,160,235.5,0,0,0,45,0,30,0,390,120,0,5,0,122,0,106,155,467
2010,20100112091499,835,4800,1,1,1279166.199544000,73,2,100,72,,30,132,240,107.0,0,60,0,315,0,103,0,460,16,0,45,0,117,0,264,0,0
2010,20100112091500,836,1700,1,1,1373663.363569000,85,2,100,85,,30,9999,9999,99999.99,0,6,0,60,0,45,0,666,0,0,0,57,530,0,36,0,0
2010,20100112091501,837,400,1,1,6628418.776865000,21,1,100,21,,21,125,260,344.24,0,0,0,10,0,10,0,450,0,0,50,0,892,0,28,0,0
2010,20100112091502,838,2400,1,1,1644471.228611000,64,1,100,64,,30,9999,9999,99999.99,0,0,0,25,0,150,0,540,0,0,0,0,725,0,0,0,0
2010,20100112091504,839,4706,1,1,5070105.422061000,71,1,100,71,,30,9999,9999,99999.99,130,0,0,90,0,250,0,450,0,0,0,0,440,0,80,0,0
2010,20100112091505,840,2006,1,1,4466467.170280000,59,1,100,59,,40,9999,9999,99999.99,0,0,0,35,0,73,0,685,0,0,0,0,647,0,0,0,0
2010,20100112091506,841,1200,1,1,6985882.265254000,43,2,100,43,,21,125,240,461.53,213,0,0,82,0,95,0,524,0,0,0,0,120,0,29,0,377
2010,20100112091508,842,3600,1,1,1464981.846607000,55,1,100,55,,32,131,300,1153.84,0,0,0,15,0,180,0,385,0,0,18,0,690,0,108,44,0
2010,20100112091511,843,600,1,1,2913619.617490000,56,1,100,56,,16,9999,9999,99999.99,0,0,0,50,0,4,0,555,0,0,0,0,829,0,2,0,0
2010,20100112091512,844,600,1,1,5053379.091757000,80,2,100,80,,40,9999,9999,99999.99,0,0,0,180,0,40,0,630,0,75,45,0,420,0,50,0,0
2010,20100112091513,845,600,1,1,8965195.407989000,20,2,100,20,,21,9999,9999,99999.99,135,0,0,45,0,95,0,740,45,25,0,0,205,0,60,0,0
2010,20100112091516,846,3600,1,1,1236459.073352000,39,2,110,39,,30,9999,9999,99999.99,0,0,0,25,0,275,0,950,20,0,0,40,0,90,40,0,0
2010,20100112091519,847,5100,1,1,3489295.715036000,54,1,110,54,,13,170,120,99999.99,0,0,0,50,0,20,0,880,0,0,2,180,178,0,80,50,0
2010,20100112091520,848,3500,1,1,3121635.187945000,29,2,202,29,,30,150,200,300.0,125,0,0,65,0,180,0,670,0,0,90,0,290,0,20,0,0
2010,20100112091521,849,600,1,1,4927846.367603000,78,2,100,77,,30,9999,9999,99999.99,0,0,0,65,0,165,0,485,5,75,75,0,400,60,110,0,0
2010,20100112091523,850,5106,1,1,12540326.68326800,63,1,100,62,,16,180,270,674.5,0,0,0,60,0,15,0,510,0,0,0,0,365,0,20,0,470
2010,20100112091524,851,1200,1,1,2786346.160954000,24,2,110,24,,40,190,200,99999.99,0,0,0,55,0,442,0,593,0,0,110,0,210,0,30,0,0
2010,20100112091525,852,5500,1,1,5063655.466239000,33,2,100,32,,40,127,250,884.0,0,0,0,33,0,25,2,707,0,0,0,0,20,0,19,0,627
2010,20100112091526,853,1300,1,1,4579634.993724000,79,2,100,79,,31,9999,9999,99999.99,0,0,0,25,0,305,0,600,120,0,0,0,390,0,0,0,0
2010,20100112091527,854,1600,1,1,3800114.737520000,44,1,100,43,,30,9999,9999,99999.99,0,0,0,0,0,0,0,570,0,0,0,0,810,0,0,0,0
2010,20100112091529,855,1200,1,1,20258574.32144400,60,1,100,60,,41,110,240,99999.99,16,0,0,120,0,463,0,405,0,0,30,0,210,0,106,0,90
2010,20100112091530,856,5505,1,1,5932526.140310000,32,2,100,32,,21,127,251,652.0,75,0,0,70,0,45,0,600,0,0,0,0,75,40,40,0,495
2010,20100112091531,857,2600,1,1,14267104.85800800,52,1,100,52,,40,190,145,889.2,0,0,0,75,0,60,0,505,0,0,20,0,140,0,170,0,465
2010,20100112091532,858,3902,1,1,3409311.915922000,61,2,201,61,,21,133,260,99999.99,0,0,0,20,0,360,0,720,0,0,0,0,310,0,30,0,0
2010,20100112091534,859,900,1,1,15449549.91584500,68,2,100,68,,40,9999,9999,99999.99,0,0,170,60,0,75,0,620,0,0,40,0,185,90,60,140,0
2010,20100112091537,860,1302,1,1,3445626.255739000,63,2,100,63,,21,140,160,99999.99,0,0,0,0,0,0,0,600,0,0,0,0,840,0,0,0,0
2010,20100112091539,861,1700,1,1,1014541.424899000,54,2,110,54,,32,150,250,99999.99,0,0,0,15,0,0,0,660,0,0,35,0,705,0,25,0,0
2010,20100112091540,862,4800,1,1,5672085.264813000,40,2,100,39,,32,140,160,68.0,97,0,0,40,0,91,0,628,0,0,30,0,55,45,135,0,285
2010,20100112091541,863,600,1,1,1808994.277380000,71,1,110,70,,21,200,150,99999.99,0,0,0,45,0,15,0,610,0,0,0,180,480,0,65,0,45
2010,20100112091543,864,2200,1,1,1409865.884478000,41,2,110,40,,41,125,240,1153.84,102,0,0,55,0,292,0,760,0,0,0,20,140,60,11,0,0
2010,20100112091544,865,3600,1,1,2032710.941429000,33,2,100,33,,30,150,220,1346.15,55,0,0,105,0,65,0,585,0,0,0,0,550,0,80,0,0
2010,20100112091545,866,1800,1,1,3073124.517484000,48,2,110,48,,16,9999,9999,99999.99,100,0,0,10,0,245,0,705,0,0,105,0,210,0,65,0,0
2010,20100112091546,867,4800,1,1,5169165.685865000,56,2,100,56,,41,125,240,1583.33,0,0,0,25,0,26,0,960,0,0,0,0,419,0,0,0,10
2010,20100112091548,868,3400,1,1,3039641.726206000,61,2,100,60,,21,130,251,410.0,0,179,0,0,0,20,0,695,0,0,295,0,0,0,46,0,205
2010,20100112091549,869,2100,1,1,3227089.591922000,68,1,100,68,,40,140,160,99999.99,0,10,0,150,0,0,0,600,0,0,0,0,672,0,8,0,0
2010,20100112091553,870,2400,1,1,1418710.511801000,78,1,100,78,,30,9999,9999,99999.99,0,0,0,130,0,0,0,900,0,0,0,0,410,0,0,0,0
2010,20100112091554,871,1300,1,1,758134.5605280000,42,2,110,41,,32,110,194,1009.61,97,0,0,60,0,160,0,785,0,0,0,235,88,0,15,0,0
2010,20100112091555,872,4506,1,1,2380626.909751000,57,2,110,57,,21,190,142,235.52,0,3,0,35,0,25,0,528,25,142,30,25,75,15,127,0,407
2010,20100112091558,873,2101,1,1,19448435.44535000,20,1,100,20,,15,160,100,500.0,0,3,0,85,0,0,0,530,0,0,10,0,0,0,212,0,600
2010,20100112091564,874,2400,1,1,4631666.531151000,75,1,110,75,,30,9999,9999,99999.99,0,0,0,30,0,0,0,420,0,0,0,0,930,0,0,60,0
2010,20100112091565,875,2600,1,1,1841287.320868000,39,2,100,38,,31,125,252,200.0,85,0,0,65,0,355,0,440,20,0,0,0,250,0,0,0,150
2010,20100112091566,876,1700,1,1,5423325.921482000,40,1,100,40,,40,111,120,1673.07,90,0,0,55,0,70,0,525,0,0,0,0,90,0,70,0,540
2010,20100112091570,877,2600,1,1,4131522.962396000,35,2,100,35,,41,127,240,1038.46,173,0,0,80,0,80,0,465,0,0,0,0,65,70,57,0,450
2010,20100112091572,878,606,1,1,3467314.882954000,66,1,100,66,,41,134,260,1000.0,0,0,0,30,0,0,0,630,0,0,0,0,270,0,60,0,450
2010,20100112091573,879,3700,1,1,2246755.593277000,31,1,100,31,,16,170,120,600.0,0,30,0,40,0,60,0,910,0,0,0,0,360,0,40,0,0
2010,20100112091574,880,2000,1,1,6658730.622508000,18,2,100,17,,16,9999,9999,33.28,0,0,30,120,0,70,0,730,0,0,180,0,225,50,30,0,5
2010,20100112091575,881,1802,1,1,2393890.016071000,53,2,100,53,,21,160,100,586.6,0,0,0,30,0,60,0,590,0,0,5,0,135,0,55,0,565
2010,20100112091577,882,4700,1,1,15680884.44166500,16,2,100,16,,15,9999,9999,99999.99,0,0,666,201,0,0,0,430,0,0,0,45,37,0,61,0,0
2010,20100112091583,883,1300,1,1,4081228.303576000,71,2,100,71,,40,9999,9999,99999.99,0,0,0,80,0,0,0,540,0,0,0,0,820,0,0,0,0
2010,20100112091584,884,5102,1,1,2062608.136274000,61,2,110,61,,32,9999,9999,99999.99,0,59,0,20,0,180,0,740,41,0,13,0,254,0,132,0,0
2010,20100112091586,885,1000,1,1,7612415.359825000,17,1,100,17,,17,132,271,267.5,0,0,398,120,0,50,0,585,0,0,0,0,150,0,137,0,0
2010,20100112091588,886,600,1,1,809601.9498360000,76,2,100,76,,12,9999,9999,99999.99,0,0,0,60,0,60,0,540,0,0,0,0,510,270,0,0,0
2010,20100112091590,887,1700,1,1,2398561.997925000,29,1,100,29,,30,140,200,1057.69,0,0,0,120,0,0,0,575,0,0,0,0,495,0,250,0,0
2010,20100112091591,888,2900,1,1,1853850.373343000,49,1,100,49,,30,110,120,812.5,0,0,0,60,0,440,0,500,0,0,60,0,300,0,80,0,0
2010,20100112091594,889,3800,1,1,1258350.367005000,72,2,100,72,,21,9999,9999,99999.99,0,5,0,145,0,20,0,550,0,0,60,135,455,0,70,0,0
2010,20100112091595,890,2200,1,1,1915211.657477000,35,2,201,34,,40,9999,9999,99999.99,2,0,0,60,0,0,0,328,0,0,0,0,0,0,960,0,0
2010,20100112091596,891,2000,1,1,2518727.465411000,49,2,100,49,,40,110,300,1086.4,0,0,0,30,0,50,0,475,0,0,30,0,280,0,455,0,120
2010,20100112091597,892,2700,1,1,2502413.975925000,28,1,100,28,,30,122,138,560.0,0,10,0,110,0,70,0,540,0,0,0,0,430,180,100,0,0
2010,20100112091598,893,3105,1,1,9751509.203527000,34,2,100,33,,30,125,251,1384.61,75,0,0,0,0,0,0,1020,0,0,0,0,315,0,30,0,0
2010,20100112091599,894,5100,1,1,4629428.288955000,47,2,110,47,,40,111,252,1442.3,73,0,0,65,0,30,0,435,0,0,0,0,120,0,112,0,605
2010,20100112091601,895,3400,1,1,2239441.559496000,56,1,100,56,,21,180,170,1325.0,0,0,0,85,0,245,0,660,0,0,5,0,285,0,45,0,0
2010,20100112091602,896,600,1,1,2984227.474466000,45,1,100,45,,21,200,170,480.0,0,180,0,60,0,15,0,5,0,0,0,0,300,0,70,0,810
2010,20100112091604,897,3300,1,1,4352513.305750000,49,1,100,49,,40,110,145,2884.61,0,0,0,10,0,15,0,495,0,0,2,0,83,0,205,0,630
2010,20100112091605,898,3600,1,1,5907951.668546000,40,2,100,39,,31,127,251,420.0,92,0,0,15,0,158,0,573,30,0,45,0,68,45,49,0,365
2010,20100112091607,899,5512,1,1,2122659.933955000,57,1,100,57,,11,9999,9999,99999.99,0,0,0,0,0,277,0,570,0,0,0,0,497,0,6,0,0
2010,20100112091608,900,803,1,1,5988824.118962000,36,1,100,36,,40,170,120,736.4,80,0,0,70,0,25,0,565,0,0,0,0,100,0,65,0,535
2010,20100112091610,901,100,1,1,2323581.207186000,31,1,100,31,,30,140,160,604.0,117,0,0,70,0,57,0,500,0,0,0,150,486,0,20,0,0
2010,20100112091613,902,5302,1,1,2269727.398800000,41,1,100,41,,21,200,101,99999.99,90,0,0,60,0,30,0,705,0,0,0,120,365,0,10,0,10
2010,20100112091616,903,400,1,1,14862255.00166000,48,1,100,48,,40,150,200,961.53,0,0,0,30,0,0,0,510,0,70,0,0,290,60,75,0,405
2010,20100112091618,904,5100,1,1,3338353.863053000,53,1,131,53,,32,133,231,800.0,35,0,0,50,0,60,0,450,0,0,0,0,230,0,140,0,475
2010,20100112091620,905,1200,1,1,1525865.519656000,41,2,100,40,,40,127,250,865.38,10,135,0,90,0,495,0,450,0,0,0,0,230,0,30,0,0
2010,20100112091621,906,3200,1,1,11958787.67136200,68,1,100,67,,21,140,160,325.0,0,0,0,80,0,0,0,735,3,0,20,0,227,0,125,0,250
2010,20100112091622,907,4502,1,1,3509070.877879000,38,1,110,38,,21,170,120,600.0,0,0,0,35,0,0,0,735,0,0,15,240,318,0,52,45,0
2010,20100112091623,908,2900,1,1,3532306.780506000,48,1,100,48,,30,180,145,800.0,30,0,0,80,0,120,0,550,0,0,0,0,15,0,105,60,480
2010,20100112091628,909,3500,1,1,3089931.229988000,50,2,100,50,,30,9999,9999,99999.99,0,0,0,50,0,207,0,600,0,0,160,0,158,0,115,150,0
2010,20100112091632,910,3600,1,1,15412453.48047300,85,2,100,85,,40,9999,9999,99999.99,0,0,0,10,0,0,0,600,0,0,0,0,830,0,0,0,0
2010,20100112091633,911,3600,1,1,4411181.869247000,58,1,100,58,,32,9999,9999,99999.99,0,0,0,15,0,68,0,702,60,0,0,0,595,0,0,0,0
2010,20100112091636,912,4800,1,1,2614307.037773000,53,2,100,52,,16,9999,9999,99999.99,0,75,0,60,0,180,0,448,0,0,0,0,120,0,52,0,505
2010,20100112091637,913,5300,1,1,1707911.687782000,49,2,100,49,,32,134,170,1038.46,65,0,0,60,0,165,0,600,0,0,0,0,214,60,126,150,0
2010,20100112091639,914,4800,1,1,5698722.160425000,65,1,100,65,,21,140,160,769.23,0,0,0,90,0,0,0,525,0,0,0,0,405,0,25,0,395
2010,20100112091640,915,5100,1,1,1627151.960218000,57,2,100,56,,30,150,250,673.07,0,0,0,60,0,90,0,685,0,0,40,0,495,0,70,0,0
2010,20100112091641,916,4805,1,1,3177129.719788000,47,1,100,46,,21,9999,9999,99999.99,0,0,0,30,0,0,0,690,0,0,0,0,700,0,20,0,0
2010,20100112091646,917,5504,1,1,26731206.46874400,23,1,100,23,,21,9999,9999,99999.99,0,0,0,27,0,20,0,761,0,322,0,0,304,0,6,0,0
2010,20100112091648,918,3600,1,1,12084744.72227800,17,2,100,17,,16,9999,9999,99999.99,120,0,388,105,0,0,0,540,0,0,0,0,157,0,130,0,0
2010,20100112091649,919,500,1,1,6213849.906651000,35,1,120,35,,21,180,180,445.0,0,0,0,60,0,10,0,645,0,0,0,0,190,0,75,0,460
2010,20100112091650,920,1700,1,1,14986189.47418000,78,2,100,77,,21,9999,9999,99999.99,0,0,0,30,0,400,0,465,0,0,0,0,495,0,0,0,0
2010,20100112091652,921,4700,1,1,5844822.262440000,60,1,100,60,,30,9999,9999,99999.99,30,0,0,35,0,67,0,663,0,0,0,0,625,0,10,0,0
2010,20100112091654,922,5400,1,1,2585952.591235000,39,1,100,38,,21,111,110,1153.84,260,0,0,85,0,195,0,620,0,0,120,0,120,0,40,0,0
2010,20100112091661,923,5512,1,1,5085691.329381000,66,2,100,65,,41,9999,9999,99999.99,0,45,0,30,0,100,0,500,0,0,0,190,385,0,40,150,0
2010,20100112091663,924,1809,1,1,4427756.575123000,80,2,100,80,,41,9999,9999,99999.99,0,0,0,60,0,220,0,589,0,0,0,0,541,0,0,0,0
2010,20100112091665,925,600,1,1,6305793.795969000,56,2,100,55,,30,200,150,767.3,0,0,0,5,0,489,0,571,15,0,0,0,360,0,0,0,0
2010,20100112091666,926,600,1,1,935621.7108350000,80,2,100,80,,13,9999,9999,99999.99,0,0,0,75,0,375,0,660,0,0,0,0,330,0,0,0,0
2010,20100112091668,927,4800,1,1,6848715.959141000,31,2,100,31,,40,9999,9999,99999.99,160,0,0,95,0,320,0,660,30,0,20,0,135,0,20,0,0
2010,20100112091669,928,4100,1,1,1819810.142334000,40,1,100,40,,30,190,290,800.0,0,0,0,85,0,45,0,675,0,0,30,0,190,0,130,0,0
2010,20100112091673,929,1700,1,1,1874577.609590000,76,2,100,76,,21,150,240,99999.99,0,0,0,45,0,90,0,720,90,0,0,0,345,0,0,0,0
2010,20100112091674,930,1700,1,1,2146849.667898000,26,2,100,26,,40,9999,9999,99999.99,420,0,0,105,0,295,0,520,0,0,0,0,100,0,0,0,0
2010,20100112091677,931,4500,1,1,2780995.319973000,48,1,110,48,,40,150,300,640.0,0,0,0,10,0,68,0,686,0,10,5,0,540,0,61,60,0
2010,20100112091678,932,1300,1,1,1608899.412096000,29,2,110,29,,21,140,191,99999.99,110,0,0,30,0,260,0,690,0,0,20,0,230,0,70,0,0
2010,20100112091679,933,2901,1,1,16856777.74074700,50,2,100,50,,30,150,200,738.46,0,7,0,60,0,93,0,539,0,3,15,0,116,0,166,0,441
2010,20100112091683,934,4903,1,1,6927427.029005000,55,2,100,55,,21,9999,9999,99999.99,0,0,0,95,0,100,0,555,0,0,0,0,405,0,225,0,60
2010,20100112091684,935,3400,1,1,4618791.957164000,41,2,110,40,,32,111,145,653.84,0,0,0,10,0,26,0,624,0,0,0,190,0,0,120,0,470
2010,20100112091685,936,2700,1,1,1332001.152713000,56,1,100,56,,40,110,260,769.23,15,0,0,25,0,719,0,510,0,0,41,0,80,0,50,0,0
2010,20100112091689,937,2103,1,1,1590320.384338000,31,2,100,30,,30,127,160,99999.99,340,0,150,91,0,30,0,655,0,0,2,60,1,0,29,82,0
2010,20100112091691,938,2600,1,1,1988176.539289000,37,2,100,37,,30,140,160,518.5,0,0,0,105,0,135,0,590,0,0,125,0,400,0,40,0,45
2010,20100112091693,939,4400,1,1,2300012.750821000,47,1,100,47,,30,150,200,679.5,0,0,0,60,0,0,0,480,0,90,0,0,120,0,105,0,525
2010,20100112091695,940,1203,1,1,23468129.46212900,44,2,100,44,,20,150,145,865.38,0,0,0,120,0,50,0,315,0,0,10,0,355,0,90,0,500
2010,20100112091698,941,3400,1,1,4353733.447390000,36,2,100,36,,41,150,231,276.0,224,0,0,45,0,110,0,600,0,0,0,0,135,0,87,0,239
2010,20100112091702,942,3600,1,1,32256441.91305600,26,2,100,26,,40,140,210,1057.69,0,0,0,40,0,65,0,620,0,0,65,0,230,283,73,0,64
2010,20100112091705,943,4500,1,1,6390318.096688000,50,1,110,50,,21,190,134,2000.0,0,0,0,120,0,120,0,720,0,0,30,0,407,0,40,0,3
2010,20100112091706,944,4700,1,1,1789716.988999000,53,2,100,53,,32,110,132,99999.99,60,0,1,45,0,439,0,615,0,0,0,0,265,0,0,15,0
2010,20100112091707,945,1300,1,1,7937894.719413000,56,2,110,56,,40,150,194,912.0,0,0,0,5,0,0,0,360,0,0,0,5,200,0,105,540,225
2010,20100112091708,946,600,1,1,8792090.763035000,17,1,100,16,,15,9999,9999,99999.99,0,0,360,45,0,20,0,561,0,0,0,0,260,120,54,0,20
2010,20100112091709,947,2400,1,1,8554528.539128000,85,2,131,85,,21,9999,9999,99999.99,0,0,0,60,0,375,0,585,0,0,120,0,240,0,60,0,0
2010,20100112091711,948,2300,1,1,13789240.77685900,60,1,100,60,,41,110,251,1153.84,0,0,0,50,0,0,0,510,0,0,0,0,60,0,35,0,785
2010,20100112091712,949,2600,1,1,9391392.292072000,46,1,100,46,,30,170,120,626.13,0,230,0,55,0,50,0,490,0,0,0,0,65,0,70,0,480
2010,20100112091713,950,1304,1,1,4602714.825938000,43,1,100,43,,21,180,170,1019.25,0,0,0,70,0,210,0,480,0,0,70,0,430,105,75,0,0
2010,20100112091716,951,200,1,1,939898.4921190000,25,2,100,25,,32,123,251,622.2,40,0,0,80,0,165,0,643,0,0,25,75,255,0,87,0,25
2010,20100112091718,952,1200,1,1,5670361.881762000,42,2,131,42,,20,132,271,115.38,300,0,0,160,0,0,0,600,0,0,60,0,300,0,20,0,0
2010,20100112091719,953,4204,1,1,2426508.799797000,30,2,100,30,,21,9999,9999,99999.99,300,30,0,60,0,1,0,575,0,0,165,0,154,0,155,0,0
2010,20100112091721,954,1700,1,1,2850617.447047000,52,1,100,52,,41,125,240,1923.07,5,0,0,75,0,300,0,690,0,0,0,0,85,0,120,0,165
2010,20100112091722,955,3900,1,1,9290400.057407000,27,2,100,27,,40,125,240,484.61,0,0,0,60,0,75,0,815,0,0,85,0,210,75,50,0,60
2010,20100112091724,956,600,1,1,15193036.49292400,65,1,100,65,,31,9999,9999,99999.99,0,0,0,25,0,0,0,630,0,60,60,0,630,0,35,0,0
2010,20100112091727,957,600,1,1,2626444.127865000,53,1,110,53,,30,200,231,99999.99,0,0,0,15,0,115,0,705,0,0,40,0,405,0,75,0,0
2010,20100112091728,958,5100,1,1,1752816.599280000,36,2,100,36,,40,125,240,692.3,20,0,0,10,30,95,0,485,20,0,0,110,480,0,20,170,0
2010,20100112091730,959,1300,1,1,4628253.719624000,43,2,110,43,,30,111,200,771.6,0,0,0,100,0,198,0,423,10,0,0,0,106,0,115,0,488
2010,20100112091732,960,4800,1,1,5935014.885854000,67,2,100,67,,40,9999,9999,99999.99,0,0,0,45,0,90,0,600,0,0,0,0,705,0,0,0,0
2010,20100112091734,961,4200,1,1,4339814.609516000,59,1,100,59,,30,180,210,892.0,0,0,0,60,0,2,0,597,0,0,0,0,270,0,2,0,509
2010,20100112091736,962,3600,1,1,1870091.587862000,53,1,100,53,,40,9999,9999,99999.99,0,0,0,25,0,40,0,450,30,0,32,0,811,0,52,0,0
2010,20100112091741,963,2600,1,1,864940.8101490000,34,2,100,33,,30,130,251,320.0,80,0,0,90,0,30,0,620,0,0,0,0,530,60,30,0,0
2010,20100112091743,964,1800,1,1,3062420.843862000,23,1,100,23,,40,9999,9999,99999.99,0,25,0,90,0,330,0,575,0,0,60,0,270,0,90,0,0
2010,20100112091746,965,4200,1,1,16621045.69256600,23,2,100,23,,40,111,160,500.0,0,0,0,60,0,270,0,735,0,0,0,0,375,0,0,0,0
2010,20100112091747,966,2100,1,1,8795591.480415000,45,1,100,44,,41,121,134,2884.61,0,0,0,75,0,15,0,400,0,0,0,0,390,0,80,0,480
2010,20100112091750,967,1700,1,1,2251700.373700000,42,1,110,41,,15,110,210,250.0,0,0,0,25,0,10,0,750,0,0,0,0,60,0,0,0,595
2010,20100112091751,968,3101,1,1,1949646.224650000,80,1,100,80,,21,9999,9999,99999.99,0,0,0,35,0,30,0,890,0,0,0,95,345,0,20,0,0
2010,20100112091759,969,401,1,1,7501827.020230000,43,2,100,43,,11,9999,9999,99999.99,60,15,0,30,0,60,0,540,0,0,0,0,590,75,70,0,0
2010,20100112091760,970,3600,1,1,6032405.408451000,66,1,100,66,,16,9999,9999,99999.99,5,100,0,60,0,315,0,705,0,0,40,0,105,0,110,0,0
2010,20100112091761,971,2000,1,1,4406996.972526000,63,1,100,63,,42,125,240,99999.99,0,0,0,12,0,14,0,500,0,2,7,0,75,30,45,0,729
2010,20100112091763,972,4800,1,1,3875977.147294000,28,1,100,28,,31,121,120,1200.0,120,0,0,120,0,110,0,540,0,0,60,0,371,0,74,0,0
2010,20100112091767,973,4002,1,1,7496625.382973000,61,2,100,60,,40,9999,9999,99999.99,0,0,0,67,0,713,0,540,30,0,0,0,90,0,0,0,0
2010,20100112091770,974,600,1,1,2561718.642908000,36,2,100,36,,12,9999,9999,99999.99,85,0,0,70,0,120,0,510,0,0,30,0,505,0,120,0,0
2010,20100112091772,975,1800,1,1,5844932.739689000,44,1,100,43,,21,140,211,99999.99,180,0,0,60,0,25,0,495,0,0,50,0,110,0,140,0,380
2010,20100112091773,976,506,1,1,3344964.400255000,63,1,100,62,,13,9999,9999,99999.99,0,0,0,275,0,25,0,630,1,0,0,0,505,0,4,0,0
2010,20100112091775,977,4500,1,1,4904826.949157000,38,1,100,38,,40,126,192,769.23,61,0,0,60,0,105,0,540,0,0,0,0,60,0,50,0,564
2010,20100112091779,978,4100,1,1,5514742.277133000,34,1,100,34,,40,110,120,99999.99,180,0,0,90,0,15,0,600,0,0,0,0,0,0,59,30,466
2010,20100112091780,979,4800,1,1,1971032.697199000,46,2,100,45,,40,120,133,259.25,250,0,0,50,0,95,0,390,0,0,0,0,196,0,8,0,451
2010,20100112091782,980,3600,1,1,5979675.447389000,32,1,100,31,,30,190,132,99999.99,0,0,0,56,0,12,0,510,0,0,0,0,50,0,28,145,639
2010,20100112091786,981,400,1,1,1795450.968223000,56,1,100,56,,40,180,240,653.84,0,0,0,30,0,60,0,443,0,15,389,0,420,0,83,0,0
2010,20100112091788,982,1200,1,1,4509592.500615000,71,1,100,71,,16,9999,9999,99999.99,0,0,0,30,0,246,0,560,0,0,140,0,324,0,80,0,0
2010,20100112091792,983,4200,1,1,1908572.239854000,52,1,100,52,,43,125,240,2884.61,220,0,0,60,0,75,0,479,0,0,117,0,144,0,133,0,175
2010,20100112091793,984,3503,1,1,2309360.986617000,48,1,100,48,,21,170,120,99999.99,0,0,0,150,0,30,0,514,0,0,92,265,53,45,241,0,50
2010,20100112091801,985,3700,1,1,2689365.540524000,37,1,100,37,,40,110,292,865.38,270,0,235,95,0,90,0,420,0,0,0,0,105,0,50,175,0
2010,20100112091802,986,4806,1,1,13719289.66067400,58,1,100,58,,11,134,100,99999.99,160,0,0,90,0,485,0,655,0,0,0,0,0,0,50,0,0
2010,20100112091804,987,2500,1,1,1648676.220319000,43,2,100,43,,32,130,251,1125.0,0,0,0,30,0,450,0,480,0,0,0,0,480,0,0,0,0
2010,20100112091809,988,5500,1,1,835419.0502500000,47,2,110,46,,16,133,270,99999.99,0,0,0,50,0,5,0,670,0,0,0,180,365,0,40,40,0
2010,20100112091810,989,4900,1,1,725087.3183690000,50,2,100,50,,30,9999,9999,99999.99,80,2,0,14,0,392,0,660,1,0,0,60,176,0,55,0,0
2010,20100112091812,990,2400,1,1,9390224.977896000,23,1,100,23,,30,120,160,500.0,0,0,0,50,0,300,0,673,2,0,60,0,275,0,80,0,0
2010,20100112091813,991,1802,1,1,5954126.835856000,80,2,100,80,,21,111,300,480.0,0,0,0,57,0,67,15,495,0,5,30,0,681,0,90,0,0
2010,20100112091814,992,3700,1,1,12259584.40244600,62,2,100,62,,30,150,292,225.0,0,255,0,150,0,276,0,399,0,0,0,0,10,0,85,265,0
2010,20100112091815,993,4700,1,1,16813020.86103000,25,1,100,24,,40,124,292,99999.99,0,0,412,210,0,0,0,565,60,0,0,0,157,0,36,0,0
